Predictor_Variable,effect,group,term,estimate,std.error,statistic,df,p.value,nobs,sigma,logLik,AIC,BIC,REMLcrit,df.residual
phosphate_umolL,fixed,NA,(Intercept),0.3997422481437568,0.022079256959327997,18.104877753817462,4.954389441240385,1.0206280735114168e-5,53,0.07874232475689558,50.748510375849854,-91.49702075169971,-81.6455611839391,-101.49702075169971,48
phosphate_umolL,fixed,NA,"poly(log(Predictor_Values + 1), degree = 2)1",-0.19983858203865124,0.0919758093641776,-2.172729801674174,49.81146260611329,0.034584885675218134,53,0.07874232475689558,50.748510375849854,-91.49702075169971,-81.6455611839391,-101.49702075169971,48
phosphate_umolL,fixed,NA,"poly(log(Predictor_Values + 1), degree = 2)2",0.049490753302141095,0.07977612564493457,0.6203704792886685,46.037745531951,0.5380729253974708,53,0.07874232475689558,50.748510375849854,-91.49702075169971,-81.6455611839391,-101.49702075169971,48
phosphate_umolL,ran_pars,new_colonynumber,sd__(Intercept),0.04713748618538132,NA,NA,NA,NA,53,0.07874232475689558,50.748510375849854,-91.49702075169971,-81.6455611839391,-101.49702075169971,48
phosphate_umolL,ran_pars,Residual,sd__Observation,0.07874232475689558,NA,NA,NA,NA,53,0.07874232475689558,50.748510375849854,-91.49702075169971,-81.6455611839391,-101.49702075169971,48
silicate_umolL,fixed,NA,(Intercept),0.4000179994528246,0.02030584112898626,19.69965178550547,5.00299271652466,6.191340991826699e-6,53,0.07492606697696844,53.25330221614731,-96.50660443229462,-86.65514486453401,-106.50660443229462,48
silicate_umolL,fixed,NA,"poly(log(Predictor_Values + 1), degree = 2)1",-0.22438999550308553,0.07500669814253988,-2.9915994312489707,45.09733107584006,0.004487098184786569,53,0.07492606697696844,53.25330221614731,-96.50660443229462,-86.65514486453401,-106.50660443229462,48
silicate_umolL,fixed,NA,"poly(log(Predictor_Values + 1), degree = 2)2",0.11301919828728021,0.07619463602898095,1.4832959927033824,46.046786957247605,0.14480861713348897,53,0.07492606697696844,53.25330221614731,-96.50660443229462,-86.65514486453401,-106.50660443229462,48
silicate_umolL,ran_pars,new_colonynumber,sd__(Intercept),0.04286641330187619,NA,NA,NA,NA,53,0.07492606697696844,53.25330221614731,-96.50660443229462,-86.65514486453401,-106.50660443229462,48
silicate_umolL,ran_pars,Residual,sd__Observation,0.07492606697696844,NA,NA,NA,NA,53,0.07492606697696844,53.25330221614731,-96.50660443229462,-86.65514486453401,-106.50660443229462,48
NN_umolL,fixed,NA,(Intercept),0.40001555827872026,0.021832070955637904,18.322382658591554,4.984437104065284,9.144829829227461e-6,53,0.08306102098137935,48.35204283526541,-86.70408567053082,-76.8526261027702,-96.70408567053082,48
NN_umolL,fixed,NA,"poly(log(Predictor_Values + 1), degree = 2)1",-0.0010096714326642703,0.08517869994856114,-0.011853567068692105,46.904531985610056,0.9905927186659003,53,0.08306102098137935,48.35204283526541,-86.70408567053082,-76.8526261027702,-96.70408567053082,48
NN_umolL,fixed,NA,"poly(log(Predictor_Values + 1), degree = 2)2",0.008078745226271904,0.09117445053265556,0.08860755594439666,49.781036285952915,0.9297493144120584,53,0.08306102098137935,48.35204283526541,-86.70408567053082,-76.8526261027702,-96.70408567053082,48
NN_umolL,ran_pars,new_colonynumber,sd__(Intercept),0.0455813231449612,NA,NA,NA,NA,53,0.08306102098137935,48.35204283526541,-86.70408567053082,-76.8526261027702,-96.70408567053082,48
NN_umolL,ran_pars,Residual,sd__Observation,0.08306102098137935,NA,NA,NA,NA,53,0.08306102098137935,48.35204283526541,-86.70408567053082,-76.8526261027702,-96.70408567053082,48
ammonia_umolL,fixed,NA,(Intercept),0.39675882563020803,0.021819443308466222,18.18372815571608,4.687016652100128,1.58272125971426e-5,51,0.08241062615609787,46.8311177496117,-83.6622354992234,-74.00310733560177,-93.6622354992234,46
ammonia_umolL,fixed,NA,"poly(log(Predictor_Values + 1), degree = 2)1",0.012809691333235385,0.10181931823478454,0.1258080642781127,42.886220197347626,0.9004718021754963,51,0.08241062615609787,46.8311177496117,-83.6622354992234,-74.00310733560177,-93.6622354992234,46
