Id,Date,Delta T [min],Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],User Signal Intensity,Error,Error Code,Phase [°],Amplitude [µV],Reference Amplitude [µV],Signal LED Current,Reference LED Current,Battery [V]
5044398,10/5/23 16:27:34,0.000,OXY_CH4 (PSt7-10),13/9/19 10:46:12,default,221.146,μmol/L,19.715,°C,986.000,hPa,Humid,35,0,,0,22.270,128590,255037.89,31.85,43.30,#N/A
5044400,10/5/23 16:27:36,0.024,OXY_CH4 (PSt7-10),13/9/19 10:46:12,default,221.088,μmol/L,19.721,°C,986.000,hPa,Humid,35,0,,0,22.271,128551,255009.47,31.85,43.30,#N/A
5044404,10/5/23 16:27:37,0.041,OXY_CH4 (PSt7-10),13/9/19 10:46:12,default,221.030,μmol/L,19.727,°C,986.000,hPa,Humid,35,0,,0,22.272,128524,254973.77,31.85,43.30,#N/A
5044410,10/5/23 16:27:38,0.058,OXY_CH4 (PSt7-10),13/9/19 10:46:12,default,221.068,μmol/L,19.727,°C,986.000,hPa,Humid,35,0,,0,22.270,128500,254961.21,31.85,43.30,#N/A
5044414,10/5/23 16:27:39,0.074,OXY_CH4 (PSt7-10),13/9/19 10:46:12,default,221.087,μmol/L,19.727,°C,986.000,hPa,Humid,35,0,,0,22.269,128469,254941.42,31.85,43.30,#N/A
5044418,10/5/23 16:27:40,0.091,OXY_CH4 (PSt7-10),13/9/19 10:46:12,default,221.049,μmol/L,19.727,°C,986.000,hPa,Humid,35,0,,0,22.271,128471,254944.31,31.85,43.30,#N/A
5044420,10/5/23 16:27:41,0.108,OXY_CH4 (PSt7-10),13/9/19 10:46:12,default,221.048,μmol/L,19.733,°C,986.000,hPa,Humid,35,0,,0,22.269,128462,254917.14,31.85,43.30,#N/A
5044424,10/5/23 16:27:42,0.125,OXY_CH4 (PSt7-10),13/9/19 10:46:12,default,220.991,μmol/L,19.733,°C,986.000,hPa,Humid,35,0,,0,22.272,128450,254924.67,31.85,43.30,#N/A
5044430,10/5/23 16:27:43,0.142,OXY_CH4 (PSt7-10),13/9/19 10:46:12,default,221.027,μmol/L,19.745,°C,986.000,hPa,Humid,35,0,,0,22.266,128420,254926.62,31.85,43.30,#N/A
5044434,10/5/23 16:27:44,0.158,OXY_CH4 (PSt7-10),13/9/19 10:46:12,default,221.007,μmol/L,19.751,°C,986.000,hPa,Humid,35,0,,0,22.265,128410,254910.80,31.85,43.30,#N/A
5044438,10/5/23 16:27:45,0.175,OXY_CH4 (PSt7-10),13/9/19 10:46:12,default,220.872,μmol/L,19.763,°C,986.000,hPa,Humid,35,0,,0,22.268,128406,254906.10,31.85,43.30,#N/A
5044442,10/5/23 16:27:46,0.192,OXY_CH4 (PSt7-10),13/9/19 10:46:12,default,220.834,μmol/L,19.763,°C,986.000,hPa,Humid,35,0,,0,22.270,128398,254914.82,31.85,43.30,#N/A
5044444,10/5/23 16:27:47,0.208,OXY_CH4 (PSt7-10),13/9/19 10:46:12,default,220.852,μmol/L,19.769,°C,986.000,hPa,Humid,35,0,,0,22.267,128389,254907.10,31.85,43.30,#N/A
5044448,10/5/23 16:27:48,0.225,OXY_CH4 (PSt7-10),13/9/19 10:46:12,default,220.890,μmol/L,19.769,°C,986.000,hPa,Humid,35,0,,0,22.265,128383,254899.68,31.85,43.30,#N/A
5044454,10/5/23 16:27:49,0.241,OXY_CH4 (PSt7-10),13/9/19 10:46:12,default,220.987,μmol/L,19.757,°C,986.000,hPa,Humid,35,0,,0,22.264,128372,254900.04,31.85,43.30,#N/A
5044458,10/5/23 16:27:50,0.258,OXY_CH4 (PSt7-10),13/9/19 10:46:12,default,220.872,μmol/L,19.763,°C,986.000,hPa,Humid,35,0,,0,22.268,128353,254887.98,31.85,43.30,#N/A
5044461,10/5/23 16:27:51,0.274,OXY_CH4 (PSt7-10),13/9/19 10:46:12,default,220.909,μmol/L,19.769,°C,986.000,hPa,Humid,35,0,,0,22.264,128346,254877.60,31.85,43.30,#N/A
5044464,10/5/23 16:27:52,0.291,OXY_CH4 (PSt7-10),13/9/19 10:46:12,default,220.909,μmol/L,19.769,°C,986.000,hPa,Humid,35,0,,0,22.264,128343,254889.41,31.85,43.30,#N/A
5044468,10/5/23 16:27:53,0.308,OXY_CH4 (PSt7-10),13/9/19 10:46:12,default,220.908,μmol/L,19.776,°C,986.000,hPa,Humid,35,0,,0,22.262,128333,254888.95,31.85,43.30,#N/A
5044473,10/5/23 16:27:54,0.324,OXY_CH4 (PSt7-10),13/9/19 10:46:12,default,220.850,μmol/L,19.782,°C,986.000,hPa,Humid,35,0,,0,22.263,128318,254876.90,31.85,43.30,#N/A
5044478,10/5/23 16:27:55,0.341,OXY_CH4 (PSt7-10),13/9/19 10:46:12,default,220.945,μmol/L,19.782,°C,986.000,hPa,Humid,35,0,,0,22.258,128305,254880.20,31.85,43.30,#N/A
